smiles,group,IC50_nM,pIC50
Oc1cc(O)c2C(=S)N(C=Nc2c1)c3ccc(O)c(F)c3,training,3080,5.511 
Oc1ccc2C3=C(COc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,training,0.61,9.215 
Oc1ccc2C3=C(COc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,training,51,7.292 
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,training,2,8.699 
CC(C)CC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,training,195,6.710 
CCCC[C@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,training,4023,5.395 
CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,training,567,6.246 
CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,training,129,6.889 
Oc1ccc2C3=C(C#N)C(=O)CCC3(Cc2c1)c4ccccc4,training,880,6.056 
Oc1ccc2C3=C(C(=O)CCC3(Cc2c1)c4ccccc4)c5occc5,training,389,6.410 
Oc1ccc2C3=C(Br)C(=O)CCC3(Cc2c1)c4ccccc4,training,113,6.947 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)I,training,124,6.907 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Cl,training,114,6.943 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C(F)(F)F,training,128,6.893 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C#N,training,1650,5.783 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4ccccc4,training,41,7.387 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4cccs4,training,70.5,7.152 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4occc4,training,196,6.708 
CCCCC1=C2c3ccc(O)cc3CC2(CCCC)CCC1=O,training,273,6.564 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)CCC,training,30,7.523 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)CC,training,264,6.578 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,training,141,6.851 
CCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,training,79,7.102 
CCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,training,319,6.496 
CC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,training,883,6.054 
CC1=C2c3ccc(O)cc3CC2(CCC1=O)c4ccccc4,training,481,6.318 
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,training,630,6.201 
CC(C)C12CCC(=O)C(=C1c3ccc(O)cc3C2)C,training,1420,5.848 
CCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,training,455,6.342 
CCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,training,1210,5.917 
CC1=C2c3ccc(O)cc3CC2(C)CCC1=O,training,1190,5.924 
CCCCCC12CCC(=O)C=C1c3ccc(O)cc3C2,training,3740,5.427 
CCCCC12CCC(=O)C=C1c3ccc(O)cc3C2,training,6450,5.190 
CCCC12CCC(=O)C=C1c3ccc(O)cc3C2,training,2530,5.597 
CC12CCC(=O)C=C1c3ccc(O)cc3C2,training,4245,5.372 
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,training,1410,5.851 
CC1=C2c3ccc4[nH]ncc4c3CC2(C)CCC1=O,training,4410,5.356 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,training,1360,5.866 
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,training,1050,5.979 
CCC1=C2c3ccc4[nH]ncc4c3CC2(CC)CCC1=O,training,223,6.652 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)CC,training,93,7.032 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Cl,training,470,6.328 
CC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,training,1990,5.701 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,training,249,6.604 
CCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,training,663,6.178 
BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CC5CC5)CCC1=O,training,230,6.638 
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,training,422,6.375 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(=O)OC,training,2080,5.682 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,training,470,6.328 
CCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,training,976,6.011 
C[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,training,1478,5.830 
BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CCC5CC5)CCC1=O,training,229,6.640 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,training,360,6.444 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,training,176,6.754 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)c5ccccc5,training,46,7.337 
CCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C,training,624,6.205 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)Cl,training,139,6.857 
CCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)Br,training,352,6.453 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C(F)(F)F,training,58,7.237 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C(F)(F)F,training,40,7.398 
CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Cl)c4c3C2)C,training,2420,5.616 
CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Br)c4c3C2)C,training,5880,5.231 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)Cl,training,82,7.086 
CCC12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)Br,training,197,6.706 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,training,50.9,7.293 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)CC,training,23,7.638 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,training,49.2,7.308 
CCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,training,455,6.342 
CC1=C2c3ccc(O)cc3C[C@@]24CC[C@H](C4)C1=O,training,793,6.101 
CCC[C@@H]1C[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,training,97,7.013 
CC1=C2c3ccc(O)cc3C[C@@]24CCC[C@H](C4)C1=O,training,414,6.383 
CC[C@@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,training,146,6.836 
CC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,training,310,6.509 
CCC[C@@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,training,84,7.076 
CCC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,training,605,6.218 
CC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,training,1210,5.917 
CC1=C2c3ccc(O)cc3CC2(Cc4ccccc4)CCC1=O,training,1500,5.824 
CC1=C2c3ccc(O)cc3CC2(Cc4ccc(Cl)cc4)CCC1=O,training,6800,5.167 
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccccc5F)CCC1=O,training,3400,5.469 
O=C1CCC2(Cc3ccccc3)Cc4c(ccc5[nH]ncc45)C2=C1c6ccc(OCCN7CCCCC7)cc6,training,620,6.208 
Oc1ccc2C3=C(C(=O)CCC3(Cc4ccccc4)Cc2c1)c5ccc(OCCN6CCCCC6)cc5,training,380,6.420 
Oc1ccc(cc1)C2=C3c4ccc(O)cc4CC3(Cc5ccccc5)CCC2=O,training,220,6.658 
CCCCC1=C2c3ccc(O)cc3CC2(Cc4ccccc4)CCC1=O,training,260,6.585 
Oc1ccc2C3=C(C(=O)CCC3(Cc4ccccc4)Cc2c1)c5ccc(OCCN6CCOCC6)cc5,training,710,6.149 
CN(C)CCOc1ccc(cc1)C2=C3c4ccc(O)cc4CC3(Cc5ccccc5)CCC2=O,training,1200,5.921 
Oc1ccc2C3=C(C(=O)CCC3(Cc4ccc(Cl)cc4)Cc2c1)c5ccc(OCCN6CCCCC6)cc5,training,1100,5.959 
O=C1CCC2(Cc3ccccc3)Cc4c(ccc5[nH]ncc45)C2=C1,training,3900,5.409 
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccccc5)CCC1=O,training,160,6.796 
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5cccc(F)c5)CCC1=O,training,440,6.357 
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccc(F)cc5)CCC1=O,training,82,7.086 
CC1=C2c3ccc4[nH]nnc4c3CC2(Cc5ccccc5)CCC1=O,training,1200,5.921 
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccc6ccccc6c5)CCC1=O,training,5500,5.260 
CC1=C2c3ccc4[nH]nnc4c3CC2(Cc5ccc(F)cc5)CCC1=O,training,340,6.469 
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,training,141,6.851 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5cccs5,training,34,7.469 
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5occc5,training,1119,5.951 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C(F)(F)F,training,896,6.048 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,training,1906,5.720 
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CCC,training,1249,5.903 
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,training,220,6.658 
CCCC[C@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,training,4753,5.323 
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,training,5982,5.223 
CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,training,3301,5.481 
CCCC1=C2c3ccc4[nH]nnc4c3CC2(CCC)CCC1=O,training,344,6.463 
CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,training,612,6.213 
CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,training,6173,5.210 
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C(F)(F)F,training,1678,5.775 
CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,training,5170,5.287 
CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5ccc(O)cc5,training,81,7.092 
CCCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,training,1127,5.948 
CCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,training,352,6.453 
CCC1=C2c3ccc4[nH]nnc4c3C[C@]2(CC)CCC1=O,training,647,6.189 
CCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,training,1322,5.879 
CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,training,1900,5.721 
Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)c(Cc4ccccc4)c3O2,training,503,6.298 
CC(C)(C)Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,training,216,6.666 
CC(C)Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,training,80,7.097 
CC(C)CCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,training,140,6.854 
CCCCCCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,training,1017,5.993 
CCCCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,training,436,6.361 
CCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,training,392,6.407 
CCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,training,383,6.417 
CCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,training,155,6.810 
Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,training,5245,5.280 
Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,training,75302,4.123 
CC(=CCc1c(O)cc(O)c2C(=O)CC(Oc12)c3ccc(O)cc3)C,training,57,7.244 
CN(C)CCOc1ccc(cc1)c2c(nn3c(cc(nc23)C(F)(F)F)C(F)(F)F)c4ccc(O)cc4,training,1000,6.000 
Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(OCCN5CCCCC5)cc4)C(F)(F)F)C(F)(F)F,training,90,7.046 
Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(O)cc4)C(F)(F)F)C(F)(F)F,training,6000,5.222 
Oc1ccc(c(O)c1)c2n[nH]c3cc(O)ccc23,training,48,7.319 
CC(C)n1nc(c2ccc(O)cc2C)c3cccc(c13)C(F)(F)F,training,20,7.699 
Cc1cc(O)ccc1c2nn(CC=C)c3c(cccc23)C(F)(F)F,training,59,7.229 
Oc1ccc(c(O)c1)c2nn(CC=C)c3c(cccc23)C(F)(F)F,training,93,7.032 
Oc1ccc(cc1)c2nn(C3CCCC3)c4c(F)cccc24,training,18,7.745 
Oc1ccc(cc1)c2nn(C3CCCC3)c4c(Cl)cccc24,training,18,7.745 
Oc1ccc(cc1)c2nn(C3CCCCC3)c4c(Cl)cccc24,training,37,7.432 
CCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,training,52,7.284 
CC(C)n1nc(c2ccc(O)cc2)c3cccc(c13)C(F)(F)F,training,3,8.523 
CCCn1nc(c2ccc(O)cc2)c3cccc(C)c13,training,40,7.398 
CCCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,training,25,7.602 
OCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,training,410,6.387 
OCCn1nc(c2ccc(O)cc2)c3cccc(c13)C(F)(F)F,training,96,7.018 
Oc1ccc(cc1)c2nn(Cc3ccccc3)c4c(cccc24)C(F)(F)F,training,196,6.708 
Oc1ccc(cc1)c2nn(Cc3ccccc3)c4c(Cl)cccc24,training,105,6.979 
Oc1ccc(c(O)c1)c2nn(c3cc(F)ccc3F)c4cc(O)ccc24,training,31,7.509 
Oc1ccc(c(O)c1)c2nn(c3cc(Cl)ccc3Cl)c4cc(O)ccc24,training,15,7.824 
Oc1ccc(c(O)c1)c2nn(c3cccc(Cl)c3)c4cc(O)ccc24,training,50,7.301 
Oc1ccc(c(O)c1)c2nn(c3cccc(F)c3)c4cc(O)ccc24,training,39,7.409 
Cc1ccc(cc1)n2nc(c3ccc(O)cc3O)c4ccc(O)cc24,training,40,7.398 
Oc1ccc(c(O)c1)c2nn(C3CCCCC3)c4cc(O)ccc24,training,443,6.354 
CCCCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,training,112,6.951 
CCCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,training,62,7.208 
Oc1ccc(c(O)c1)c2nn(CC(F)(F)F)c3cc(O)ccc23,training,165,6.783 
CCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,training,305,6.516 
Cn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,training,622,6.206 
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(NCCCl)cc5,training,35.6,7.449 
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(NC(=O)CCl)cc5,training,666,6.177 
Nc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,training,19.3,7.714 
CS(=O)(=O)c1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,training,27,7.569 
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccccc5,training,10.9,7.963 
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(Br)cc5,training,27,7.569 
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(F)cc5,training,17.2,7.764 
Oc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,training,7.8,8.108 
COc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,training,21.5,7.668 
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,training,193,6.714 
Oc1ccc(cc1)N2C(=O)c3cc(O)cc(Br)c3C2=O,training,36,7.444 
Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1,training,53,7.276 
Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,training,802,6.096 
Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)cc3[N+](=O)[O-],training,21,7.678 
Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)c4ccccc34,training,2640,5.578 
Oc1ccc2C(=O)N(C(=O)c2c1)c3cccc4c(O)cccc34,training,802,6.096 
COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(OC)c1,training,2470,5.607 
COc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,training,3300,5.481 
Oc1ccc2C(=O)N(C(=O)c2c1)c3ccccc3,training,2700,5.569 
Oc1cccc(c1)N2C(=O)c3ccc(O)cc3C2=O,training,2900,5.538 
Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,training,84,7.076 
O\N=C\c1ccc(c2ccc(O)cc2)c3ccccc13,training,95,7.022 
O\N=C\c1c(Cl)cc(cc1Cl)c2ccc(O)c(F)c2,training,270,6.569 
Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)c(F)c3,training,298,6.526 
Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)cc3,training,270,6.569 
O\N=C\c1cn(c2ccc(O)cc2)c3ccccc13,training,1905,5.720 
O\N=C\c1ccc(c2ccc(O)cc2)c3occc13,training,1330,5.876 
O\N=C\c1ccc(c2ccc(O)cc2)c3ccoc13,training,155,6.810 
O\N=C\c1ccc(c2ccc(O)cc2)c3sccc13,training,37,7.432 
O\N=C\c1ccc(c2ccc(O)cc2)c3ccsc13,training,20,7.699 
O\N=C\c1ccc(c2ccc(O)c(F)c2)c3ccccc13,training,148,6.830 
CS(=O)(=O)N1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,training,32100,4.493 
Oc1ccc(cc1)C2CN(CC3CC3)c4cc(O)ccc4C2,training,1630,5.788 
CCCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,training,2470,5.607 
CCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,training,1410,5.851 
CN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,training,2950,5.530 
COc1ccccc1[C@H](c2cccc3ccccc23)[C@@](C)(C#N)C(=O)N4CCC(CC4)c5cccc(c5)C(F)(F)F,training,2430,5.614 
COc1cc(ccc1O)C2Nc3ccccc3C(=O)N2Cc4ccccc4,training,1100,5.959 
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccc(C)cc4)cc3,training,56,7.252 
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccccc4F)cc3,training,53,7.276 
OC(=O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,training,29000,4.538 
CC(CCc1ccccc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,training,11,7.959 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,training,1,9.000 
C[C@@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,training,37,7.432 
CC(CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,training,1,9.000 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCCN4CCCCC4)cc23)c5ccccc5,training,31,7.509 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCN4CCCCC4)cc23)c5ccccc5,training,40,7.398 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCN4CCCCC4)cc23)c5ccccc5,training,378,6.423 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cccc(OCCN4CCCCC4)c23)c5ccccc5,training,1134,5.945 
C[C@H](NC(=O)Cc1c([nH]c2ccccc12)c3ccccc3)c4c(C)c5cc(O)ccc5n4Cc6ccc(OCCN7CCCCC7)cc6,training,2,8.699 
C[C@H](NC(=O)Cc1c([nH]c2ccccc12)c3ccccc3)c4c(C)c5cc(O)ccc5n4Cc6ccc(OCCN7CC[C@H](C)C7)cc6,training,4,8.398 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCCCN5CCCCC5)cc4)c6ccccc26,training,4.9,8.310 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCCN5CCCCC5)cc4)c6ccccc26,training,7.8,8.108 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(C(=O)c4ccc(OCCN5CCCCC5)cc4)c6ccccc26,training,175,6.757 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c6ccccc26,training,20,7.699 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCCN4CCCCC4)cccc23)c5ccccc5,training,13,7.886 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCN4CCCCC4)cccc23)c5ccccc5,training,23,7.638 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCN4CCCCC4)cccc23)c5ccccc5,training,69,7.161 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCN4CCCCC4)cccc23)c5ccccc5,training,440,6.357 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCCN4CCCC4)ccc23)c5ccccc5,training,9.1,8.041 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCN4CCCC4)ccc23)c5ccccc5,training,22,7.658 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCCCN4CCCCC4)ccc23)c5ccccc5,training,10.1,7.996 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCCN4CCCCC4)ccc23)c5ccccc5,training,13,7.886 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCN4CCCCC4)ccc23)c5ccccc5,training,8,8.097 
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCCCN4CCCCC4)cc23)c5ccccc5,training,6.6,8.180 
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,training,2240,5.650 
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@@]34CC[C@H]5O)[C@@H]1CC[C@@H]2O,training,8135,5.090 
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,training,317,6.499 
C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@H]5CCC[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,training,4990,5.302 
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC=C[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,training,2240,5.650 
C\C=C/[C@]12CC[C@H](O)CC1=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23,training,1956,5.709 
CC[C@]12CC[C@H](O)CC1=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23,training,2330,5.633 
CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,training,110,6.959 
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=C)CC[C@]34C)[C@@H]1CC[C@@H]2O,training,640,6.194 
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C=C)[C@@H]1CC[C@@]2(O)C#C,training,150,6.824 
C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@]12C,training,1050,5.979 
CC1=CC2=CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,training,1850,5.733 
CC1=CC2=CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,training,4380,5.359 
C[C@]12CC[C@H]3[C@@H](CC=C4C=C(Cl)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,training,5740,5.241 
CCC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,training,3110,5.507 
CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,training,1440,5.842 
C[C@]1(O)CC[C@]2(C=C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CC=C2C1,training,5300,5.276 
COC[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(\C=N\O)cc5)OC,training,1900,5.721 
Cc1c(O)c(C)c2OC=C(C(=O)c2c1O)c3ccc(O)cc3,training,10200,4.991 
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(CCCN4CCCCC4)cc3)c5ccc(O)cc5,training,20,7.699 
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(\C=C\C(=O)N4CCCCC4)cc3)c5ccc(O)cc5,training,1000,6.000 
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,training,80,7.097 
O\N=C\c1ccc(cc1F)c2ccc(O)cc2,training,795,6.100 
CC(C)CNc1cc(\C=C\c2ccccc2)nc(NCC(C)C)n1,training,6900,5.161 
CC(C)CCc1cc(NCC(C)C)nc(OCC(C)C)n1,training,6900,5.161 
CC(C)CNc1nc(CCc2ccccc2)cc(n1)N(C)CC(C)C,training,5500,5.260 
CC(C)CNc1nc(CCc2cccc3ccccc23)cc(n1)N(C)CC(C)C,training,4400,5.357 
CC(C)CCc1cc(NCC(C)C)nc(n1)N(C)CC(C)C,training,9700,5.013 
CC(C)CNc1cc(NCc2ccccc2)nc(NCC(C)C)n1,training,9500,5.022 
